FID,OBJECTID,fclass,name,主支流,语义一,上游河,Length,ID,起点X,起点y,终点x,终点y,下游起点X,下游起点Y,下游终点Y,下游终点X
273,274,4,麻阳溪2,-1.000000000000000,0.000000000000000,0.000000000000000,26378.102999999999000,273.000000000000000,117.7979965,27.3134995,117.9489975,27.3656998,117.9489975,27.3656998,27.3299007,118.1210022
274,275,3,麻阳溪,-1.000000000000000,0.000000000000000,2.000000000000000,36417.273000000001000,274.000000000000000,117.9489975,27.3656998,118.1210022,27.3299007,118.1289978,27.2495995,27.3299007,118.1210022
275,276,4,七星溪,-1.000000000000000,0.000000000000000,0.000000000000000,52787.546999999999000,275.000000000000000,119.0690002,27.3675995,118.7089996,27.3355007,118.7089996,27.3355007,27.5582008,118.7259979
276,277,4,松溪1,-1.000000000000000,0.000000000000000,0.000000000000000,17994.105000000000000,276.000000000000000,118.5699997,27.4036999,118.6949997,27.3498001,118.6949997,27.3498001,27.3355007,118.7089996
277,278,3,顾县河,-1.000000000000000,0.000000000000000,0.000000000000000,13534.325000000001000,277.000000000000000,117.5500031,27.4307003,117.5189972,27.3285007,117.5189972,27.3285007,27.3110008,117.5490036
278,279,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,17075.936000000002000,278.000000000000000,118.0830002,27.4493008,118.1210022,27.3299007,118.1289978,27.2495995,27.3299007,118.1210022
279,280,3,西溪,1.000000000000000,1.000000000000000,0.000000000000000,67977.889999999999000,279.000000000000000,117.0640030,27.1641006,117.2160034,27.4526005,117.2160034,27.4526005,27.5461006,117.3460007
280,281,3,南浦溪,-1.000000000000000,0.000000000000000,2.000000000000000,51216.071000000004000,280.000000000000000,118.4079971,27.4862003,118.2340012,27.1952000,118.2340012,27.1952000,27.2091007,118.2089996
281,282,4,南浦溪1,-1.000000000000000,0.000000000000000,0.000000000000000,15764.000000000000000,281.000000000000000,118.5090027,27.4402008,118.4079971,27.4862003,118.4079971,27.4862003,27.1952000,118.2340012
282,283,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,27161.674999999999000,282.000000000000000,117.3909988,27.4946003,117.5059967,27.3374004,117.5059967,27.3374004,27.3285007,117.5189972
283,284,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,8438.888999999999200,283.000000000000000,118.0699997,27.5039997,118.0830002,27.4493008,118.0830002,27.4493008,27.3299007,118.1210022
284,285,3,松溪,1.000000000000000,1.000000000000000,2.000000000000000,25177.021000000001000,284.000000000000000,118.7340012,27.5079994,118.6949997,27.3498001,118.6949997,27.3498001,27.3355007,118.7089996
285,286,3,后崇溪,-1.000000000000000,0.000000000000000,0.000000000000000,24298.011999999999000,285.000000000000000,118.2529984,27.5207005,118.0830002,27.4493008,118.0830002,27.4493008,27.3299007,118.1210022
286,287,3,松溪,1.000000000000000,1.000000000000000,2.000000000000000,5855.698000000000300,286.000000000000000,118.7839966,27.5219994,118.7340012,27.5079994,118.7340012,27.5079994,27.3498001,118.6949997
287,288,4,松溪2,-1.000000000000000,0.000000000000000,0.000000000000000,9948.010000000000200,287.000000000000000,118.8450012,27.4822006,118.7839966,27.5219994,118.7839966,27.5219994,27.5079994,118.7340012
288,289,3,兴田溪,-1.000000000000000,0.000000000000000,0.000000000000000,10154.763999999999000,288.000000000000000,118.0059967,27.5233002,118.0699997,27.5039997,118.0699997,27.5039997,27.4493008,118.0830002
289,290,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,3257.007000000000100,289.000000000000000,118.0719986,27.5293007,118.0699997,27.5039997,118.0699997,27.5039997,27.4493008,118.0830002
290,291,3,麻阳溪,1.000000000000000,1.000000000000000,2.000000000000000,68162.876999999993000,290.000000000000000,117.6429977,27.5389004,117.9489975,27.3656998,117.9489975,27.3656998,27.3299007,118.1210022
291,292,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,8526.425999999999500,291.000000000000000,117.3460007,27.5461006,117.3909988,27.4946003,117.3909988,27.4946003,27.3374004,117.5059967
292,293,3,评溪,-1.000000000000000,0.000000000000000,2.000000000000000,9699.058000000000900,292.000000000000000,117.4489975,27.5466995,117.3909988,27.4946003,117.3909988,27.4946003,27.3374004,117.5059967
293,294,3,西溪,-1.000000000000000,1.000000000000000,2.000000000000000,22614.026000000002000,293.000000000000000,117.2160034,27.4526005,117.3460007,27.5461006,117.3460007,27.5461006,27.4946003,117.3909988
294,295,4,评溪1,-1.000000000000000,0.000000000000000,0.000000000000000,14788.853999999999000,294.000000000000000,117.5410004,27.5566998,117.4489975,27.5466995,117.4489975,27.5466995,27.4946003,117.3909988
295,296,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,1778.800999999999900,295.000000000000000,117.3359985,27.5575008,117.3460007,27.5461006,117.3460007,27.5461006,27.4946003,117.3909988
296,297,4,杉溪,-1.000000000000000,0.000000000000000,2.000000000000000,9505.502000000000400,296.000000000000000,118.7259979,27.5582008,118.7340012,27.5079994,118.7340012,27.5079994,27.3498001,118.6949997
297,298,4,西溪2,-1.000000000000000,0.000000000000000,0.000000000000000,23955.276000000002000,297.000000000000000,117.1559982,27.5634995,117.2160034,27.4526005,117.2160034,27.4526005,27.5461006,117.3460007
298,299,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,1517.662000000000000,298.000000000000000,117.3450012,27.5683002,117.3359985,27.5575008,117.3359985,27.5575008,27.5461006,117.3460007
299,300,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,2193.056000000000000,299.000000000000000,117.3399963,27.5867996,117.3450012,27.5683002,117.3450012,27.5683002,27.5575008,117.3359985
300,301,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,15640.236000000001000,300.000000000000000,118.4179993,27.5946999,118.4079971,27.4862003,118.4079971,27.4862003,27.1952000,118.2340012
301,302,4,南浦溪2,-1.000000000000000,0.000000000000000,0.000000000000000,8945.190000000000500,301.000000000000000,118.4700012,27.5988007,118.4179993,27.5946999,118.4179993,27.5946999,27.4862003,118.4079971
302,303,3,松溪,1.000000000000000,1.000000000000000,2.000000000000000,14952.463000000000000,302.000000000000000,118.8539963,27.6035004,118.7839966,27.5219994,118.7839966,27.5219994,27.5079994,118.7340012
303,304,3,扰评溪,-1.000000000000000,0.000000000000000,0.000000000000000,11654.861999999999000,303.000000000000000,117.4270020,27.6058006,117.3450012,27.5683002,117.3450012,27.5683002,27.5575008,117.3359985
304,305,4,杉溪,1.000000000000000,1.000000000000000,0.000000000000000,16339.520000000000000,304.000000000000000,118.6480026,27.6135998,118.7259979,27.5582008,118.7259979,27.5582008,27.5079994,118.7340012
305,306,3,评溪,1.000000000000000,1.000000000000000,0.000000000000000,15547.195000000000000,305.000000000000000,117.5329971,27.6131001,117.4489975,27.5466995,117.4489975,27.5466995,27.4946003,117.3909988
306,307,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,3775.550000000000200,306.000000000000000,117.3440018,27.6182003,117.3399963,27.5867996,117.3399963,27.5867996,27.5683002,117.3450012
307,308,3,砂评溪,-1.000000000000000,0.000000000000000,0.000000000000000,21886.221000000001000,307.000000000000000,117.2080002,27.6207008,117.3359985,27.5575008,117.3359985,27.5575008,27.5461006,117.3460007
308,309,5,杉溪1,-1.000000000000000,0.000000000000000,0.000000000000000,11679.493000000000000,308.000000000000000,118.7089996,27.6280003,118.7259979,27.5582008,118.7259979,27.5582008,27.5079994,118.7340012
309,310,3,松溪,1.000000000000000,1.000000000000000,2.000000000000000,5589.378999999999900,309.000000000000000,118.8830032,27.6378994,118.8539963,27.6035004,118.8539963,27.6035004,27.5219994,118.7839966
310,311,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,24414.401999999998000,310.000000000000000,117.9720001,27.6390991,118.0719986,27.5293007,118.0719986,27.5293007,27.5039997,118.0699997
311,312,3,南岸溪,-1.000000000000000,0.000000000000000,0.000000000000000,30696.200000000001000,311.000000000000000,118.1800003,27.6418991,118.0719986,27.5293007,118.0719986,27.5293007,27.5039997,118.0699997
312,313,3,麻阳溪,1.000000000000000,1.000000000000000,0.000000000000000,19288.298999999999000,312.000000000000000,117.5670013,27.6436005,117.6429977,27.5389004,117.6429977,27.5389004,27.3656998,117.9489975
313,314,4,九曲溪4,-1.000000000000000,0.000000000000000,0.000000000000000,8005.140000000000300,313.000000000000000,117.9079971,27.5979004,117.9309998,27.6441994,117.9309998,27.6441994,27.6390991,117.9720001
314,315,4,九曲溪2,-1.000000000000000,0.000000000000000,0.000000000000000,5133.970999999999500,314.000000000000000,117.7990036,27.6268997,117.8320007,27.6459007,117.8320007,27.6459007,27.6583996,117.8799973
315,316,3,金陵溪,-1.000000000000000,0.000000000000000,0.000000000000000,18511.065999999999000,315.000000000000000,117.2519989,27.6478996,117.3399963,27.5867996,117.3399963,27.5867996,27.5683002,117.3450012
316,317,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,8008.848000000000000,316.000000000000000,118.4089966,27.6485996,118.4179993,27.5946999,118.4179993,27.5946999,27.4862003,118.4079971
317,318,3,九曲溪,-1.000000000000000,0.000000000000000,2.000000000000000,8138.402000000000000,317.000000000000000,117.9309998,27.6441994,117.9720001,27.6390991,117.9720001,27.6390991,27.5293007,118.0719986
318,319,3,九曲溪,1.000000000000000,1.000000000000000,2.000000000000000,5488.262999999999900,318.000000000000000,117.8320007,27.6459007,117.8799973,27.6583996,117.8799973,27.6583996,27.6441994,117.9309998
319,320,3,九曲溪,1.000000000000000,1.000000000000000,2.000000000000000,6068.757999999999800,319.000000000000000,117.8799973,27.6583996,117.9309998,27.6441994,117.9309998,27.6441994,27.6390991,117.9720001
320,321,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,6870.260000000000200,320.000000000000000,117.3830032,27.6613998,117.3440018,27.6182003,117.3440018,27.6182003,27.5867996,117.3399963
321,322,4,黄坑溪,-1.000000000000000,0.000000000000000,0.000000000000000,18690.621999999999000,321.000000000000000,117.7070007,27.6620007,117.6429977,27.5389004,117.6429977,27.5389004,27.3656998,117.9489975
322,323,4,清溪1,-1.000000000000000,0.000000000000000,0.000000000000000,12612.715000000000000,322.000000000000000,117.5329971,27.6341000,117.4530029,27.6644001,117.4530029,27.6644001,27.6613998,117.3830032
323,324,3,九曲溪,1.000000000000000,1.000000000000000,2.000000000000000,3869.784000000000100,323.000000000000000,117.8130035,27.6718998,117.8320007,27.6459007,117.8320007,27.6459007,27.6583996,117.8799973
324,325,3,清溪,-1.000000000000000,0.000000000000000,2.000000000000000,9550.055000000000300,324.000000000000000,117.4530029,27.6644001,117.3830032,27.6613998,117.3830032,27.6613998,27.6182003,117.3440018
325,326,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,2033.097000000000000,325.000000000000000,117.3860016,27.6770000,117.3830032,27.6613998,117.3830032,27.6613998,27.6182003,117.3440018
326,327,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,4701.342999999999800,326.000000000000000,117.9810028,27.6783009,117.9720001,27.6390991,117.9720001,27.6390991,27.5293007,118.0719986
327,328,2,建溪,1.000000000000000,1.000000000000000,2.000000000000000,1049.585000000000000,327.000000000000000,117.9899979,27.6821003,117.9810028,27.6783009,117.9810028,27.6783009,27.6390991,117.9720001
328,329,4,梅溪1,-1.000000000000000,0.000000000000000,0.000000000000000,13648.334999999999000,328.000000000000000,118.2050018,27.6921997,118.1169968,27.6903000,118.1169968,27.6903000,27.6821003,117.9899979
329,330,3,梅溪,-1.000000000000000,0.000000000000000,2.000000000000000,18701.067999999999000,329.000000000000000,118.1169968,27.6903000,117.9899979,27.6821003,117.9899979,27.6821003,27.6783009,117.9810028
330,331,3,汉溪,-1.000000000000000,0.000000000000000,0.000000000000000,19388.549999999999000,330.000000000000000,117.2699966,27.6982002,117.3440018,27.6182003,117.3440018,27.6182003,27.5867996,117.3399963
331,332,4,石波溪,-1.000000000000000,0.000000000000000,2.000000000000000,13384.999000000000000,331.000000000000000,118.3750000,27.7068996,118.4089966,27.6485996,118.4089966,27.6485996,27.5946999,118.4179993
332,333,4,竹口溪,-1.000000000000000,0.000000000000000,0.000000000000000,14137.822000000000000,332.000000000000000,118.9410019,27.7075996,118.8830032,27.6378994,118.8830032,27.6378994,27.6035004,118.8539963
333,334,5,石波溪1,-1.000000000000000,0.000000000000000,0.000000000000000,4438.308000000000000,333.000000000000000,118.3359985,27.7189007,118.3750000,27.7068996,118.3750000,27.7068996,27.6485996,118.4089966
334,335,4,九曲溪3,-1.000000000000000,0.000000000000000,0.000000000000000,13331.820000000000000,334.000000000000000,117.8499985,27.7320004,117.8799973,27.6583996,117.8799973,27.6583996,27.6441994,117.9309998
335,336,3,梅溪,1.000000000000000,1.000000000000000,0.000000000000000,12163.008000000000000,335.000000000000000,118.1640015,27.7381001,118.1169968,27.6903000,118.1169968,27.6903000,27.6821003,117.9899979
336,337,3,梅溪,-1.000000000000000,0.000000000000000,2.000000000000000,9959.728999999999400,336.000000000000000,117.3570023,27.7394009,117.3860016,27.6770000,117.3860016,27.6770000,27.6613998,117.3830032
337,338,4,石波溪,1.000000000000000,1.000000000000000,0.000000000000000,5269.761999999999700,337.000000000000000,118.3939972,27.7411003,118.3750000,27.7068996,118.3750000,27.7068996,27.6485996,118.4089966
338,339,3,松溪,1.000000000000000,1.000000000000000,0.000000000000000,53361.623000000000000,338.000000000000000,119.1490021,27.7413006,118.8830032,27.6378994,118.8830032,27.6378994,27.6035004,118.8539963
339,340,2,富屯溪,1.000000000000000,1.000000000000000,0.000000000000000,10024.453000000000000,339.000000000000000,117.4179993,27.7460003,117.3860016,27.6770000,117.3860016,27.6770000,27.6613998,117.3830032
340,341,4,九曲溪1,-1.000000000000000,0.000000000000000,0.000000000000000,15457.683000000001000,340.000000000000000,117.7649994,27.7488003,117.8130035,27.6718998,117.8130035,27.6718998,27.6459007,117.8320007
341,342,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,33368.616999999998000,341.000000000000000,118.5199966,27.7560997,118.4089966,27.6485996,118.4089966,27.6485996,27.5946999,118.4179993
342,343,4,蒲田溪,-1.000000000000000,0.000000000000000,2.000000000000000,25850.723999999998000,342.000000000000000,118.7730026,27.7598000,118.8539963,27.6035004,118.8539963,27.6035004,27.5219994,118.7839966
343,344,3,黄柏溪,-1.000000000000000,0.000000000000000,0.000000000000000,18572.794000000002000,343.000000000000000,117.9179993,27.7635002,117.9810028,27.6783009,117.9810028,27.6783009,27.6390991,117.9720001
344,345,2,建溪,1.000000000000000,1.000000000000000,0.000000000000000,11153.050999999999000,344.000000000000000,118.0319977,27.7663002,117.9899979,27.6821003,117.9899979,27.6821003,27.6783009,117.9810028
345,346,3,清溪,1.000000000000000,1.000000000000000,0.000000000000000,10371.071000000000000,345.000000000000000,117.6289978,27.7397995,117.5609970,27.7705994,117.5609970,27.7705994,27.6644001,117.4530029
346,347,3,清溪,1.000000000000000,1.000000000000000,2.000000000000000,25276.239000000001000,346.000000000000000,117.5609970,27.7705994,117.4530029,27.6644001,117.4530029,27.6644001,27.6613998,117.3830032
347,348,5,蒲田溪1,-1.000000000000000,0.000000000000000,0.000000000000000,4652.559000000000200,347.000000000000000,118.7379990,27.7807007,118.7730026,27.7598000,118.7730026,27.7598000,27.6035004,118.8539963
348,349,3,西溪,-1.000000000000000,0.000000000000000,2.000000000000000,9246.492000000000200,348.000000000000000,117.9749985,27.7950993,118.0319977,27.7663002,118.0319977,27.7663002,27.6821003,117.9899979
349,350,4,蒲田溪,1.000000000000000,1.000000000000000,0.000000000000000,7081.256000000000300,349.000000000000000,118.7949982,27.8122005,118.7730026,27.7598000,118.7730026,27.7598000,27.6035004,118.8539963
350,351,3,九曲溪,1.000000000000000,1.000000000000000,0.000000000000000,36875.025000000001000,350.000000000000000,117.7020035,27.8211002,117.8130035,27.6718998,117.8130035,27.6718998,27.6459007,117.8320007
351,352,4,永兴溪,-1.000000000000000,0.000000000000000,2.000000000000000,13800.491000000000000,351.000000000000000,118.4449997,27.8358994,118.5199966,27.7560997,118.5199966,27.7560997,27.6485996,118.4089966
352,353,5,永兴溪1,-1.000000000000000,0.000000000000000,0.000000000000000,21594.591000000000000,352.000000000000000,118.2939987,27.7924995,118.4449997,27.8358994,118.4449997,27.8358994,27.7560997,118.5199966
353,354,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,10768.375000000000000,353.000000000000000,118.5429993,27.8423004,118.5199966,27.7560997,118.5199966,27.7560997,27.6485996,118.4089966
354,355,4,坑口溪,-1.000000000000000,0.000000000000000,2.000000000000000,12285.066000000001000,354.000000000000000,117.9690018,27.8707008,117.9749985,27.7950993,117.9749985,27.7950993,27.7663002,118.0319977
355,356,4,富岭溪,-1.000000000000000,0.000000000000000,2.000000000000000,14732.932000000001000,355.000000000000000,118.6269989,27.8950996,118.5429993,27.8423004,118.5429993,27.8423004,27.7560997,118.5199966
356,357,3,西溪,1.000000000000000,1.000000000000000,0.000000000000000,33893.612999999998000,356.000000000000000,117.7870026,27.8722992,117.9749985,27.7950993,117.9749985,27.7950993,27.7663002,118.0319977
357,358,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,10794.018000000000000,357.000000000000000,118.5210037,27.9176998,118.5429993,27.8423004,118.5429993,27.8423004,27.7560997,118.5199966
358,359,4,坑口溪,1.000000000000000,1.000000000000000,0.000000000000000,11432.860000000001000,358.000000000000000,117.9410019,27.9472008,117.9690018,27.8707008,117.9690018,27.8707008,27.7950993,117.9749985
359,360,5,坑口溪1,-1.000000000000000,0.000000000000000,0.000000000000000,16244.616000000000000,359.000000000000000,118.0329971,27.9638996,117.9690018,27.8707008,117.9690018,27.8707008,27.7950993,117.9749985
360,361,4,南浦溪5,-1.000000000000000,0.000000000000000,0.000000000000000,7796.987000000000100,360.000000000000000,118.5019989,27.9745998,118.5210037,27.9176998,118.5210037,27.9176998,27.8423004,118.5429993
361,362,5,富岭溪1,-1.000000000000000,0.000000000000000,0.000000000000000,15874.321000000000000,361.000000000000000,118.6780014,27.9922009,118.6269989,27.8950996,118.6269989,27.8950996,27.8423004,118.5429993
362,363,4,永兴溪,1.000000000000000,1.000000000000000,0.000000000000000,38533.574999999997000,362.000000000000000,118.2799988,28.0135002,118.4449997,27.8358994,118.4449997,27.8358994,27.7560997,118.5199966
363,364,2,建溪,1.000000000000000,1.000000000000000,0.000000000000000,53076.425999999999000,363.000000000000000,118.1490021,28.0310993,118.0319977,27.7663002,118.0319977,27.7663002,27.6821003,117.9899979
364,365,3,南浦溪,1.000000000000000,1.000000000000000,2.000000000000000,24851.270000000000000,364.000000000000000,118.5520020,28.0375996,118.5210037,27.9176998,118.5210037,27.9176998,27.8423004,118.5429993
365,366,4,官田溪,-1.000000000000000,0.000000000000000,0.000000000000000,17467.026999999998000,365.000000000000000,118.6669998,28.0571003,118.5520020,28.0375996,118.5520020,28.0375996,27.9176998,118.5210037
366,367,3,南浦溪,1.000000000000000,1.000000000000000,0.000000000000000,44324.178000000000000,366.000000000000000,118.6600037,28.2663002,118.5520020,28.0375996,118.5520020,28.0375996,27.9176998,118.5210037
367,368,2,古田溪,1.000000000000000,1.000000000000000,2.000000000000000,14944.553000000000000,367.000000000000000,118.7860031,26.7061005,118.8099976,26.6110001,118.8099976,26.6110001,26.4652996,118.7649994
368,369,2,长桥溪,1.000000000000000,0.000000000000000,2.000000000000000,6035.720000000000300,368.000000000000000,118.8069992,26.7401009,118.7860031,26.7061005,118.7860031,26.7061005,26.7061005,118.7860031
369,370,3,平湖溪,-1.000000000000000,0.000000000000000,2.000000000000000,14771.106000000000000,369.000000000000000,118.7460022,26.7723999,118.7860031,26.7061005,118.7860031,26.7061005,26.7401009,118.8069992
370,371,3,青印溪,-1.000000000000000,0.000000000000000,0.000000000000000,14603.278000000000000,370.000000000000000,118.1139984,26.2000008,118.1940002,26.1807003,118.1940002,26.1807003,26.2849007,118.2699966
371,372,3,青印溪,1.000000000000000,1.000000000000000,2.000000000000000,22088.224999999999000,371.000000000000000,118.0179977,26.2416992,118.1139984,26.2000008,118.1139984,26.2000008,26.1807003,118.1940002
372,373,4,青印溪2,-1.000000000000000,0.000000000000000,0.000000000000000,12929.129999999999000,372.000000000000000,118.1179962,26.2768002,118.1139984,26.2000008,118.1139984,26.2000008,26.1807003,118.1940002
373,374,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,35231.582999999999000,373.000000000000000,117.2009964,26.6732006,117.4179993,26.6462994,117.4179993,26.6462994,27.6770000,117.3860016
374,375,4,金溪5,-1.000000000000000,0.000000000000000,0.000000000000000,17615.914000000001000,374.000000000000000,117.1989975,26.7598000,117.2009964,26.6732006,117.2009964,26.6732006,26.6462994,117.4179993
375,376,4,金溪6,-1.000000000000000,0.000000000000000,2.000000000000000,15988.415000000001000,375.000000000000000,117.0849991,26.6028004,117.1110001,26.7070999,117.1110001,26.7070999,26.6732006,117.2009964
376,377,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,12457.964000000000000,376.000000000000000,117.1110001,26.7070999,117.2009964,26.6732006,117.2009964,26.6732006,26.6462994,117.4179993
377,378,3,金溪,1.000000000000000,1.000000000000000,2.000000000000000,19481.939999999999000,377.000000000000000,117.0309982,26.8218994,117.1110001,26.7070999,117.1110001,26.7070999,26.6732006,117.2009964
378,379,1,沙溪,1.000000000000000,1.000000000000000,2.000000000000000,25607.155999999999000,378.000000000000000,117.8379974,26.3876991,117.9700012,26.5016003,117.9700012,26.5016003,26.5781002,118.0329971
379,380,1,闽江,1.000000000000000,1.000000000000000,2.000000000000000,15649.166999999999000,379.000000000000000,118.6589966,26.4188004,118.7259979,26.3722992,118.7259979,26.3722992,27.5079994,118.7340012
380,381,1,九龙溪,1.000000000000000,0.000000000000000,0.000000000000000,39119.264999999999000,380.000000000000000,117.0879974,26.0508003,117.3119965,25.9757996,117.3119965,25.9757996,26.0186996,117.3899994
381,382,2,古田溪,1.000000000000000,1.000000000000000,2.000000000000000,30249.988000000001000,381.000000000000000,118.8099976,26.6110001,118.7649994,26.4652996,118.7649994,26.4652996,26.3722992,118.7259979
382,383,4,文江溪2,-1.000000000000000,0.000000000000000,0.000000000000000,22577.455999999998000,382.000000000000000,117.7770004,25.8754005,117.8519974,25.9988003,117.8519974,25.9988003,25.9866009,117.8700027
383,384,3,文江溪,1.000000000000000,1.000000000000000,0.000000000000000,17276.114000000001000,383.000000000000000,117.7460022,26.0615997,117.8219986,26.0261002,117.8219986,26.0261002,25.9988003,117.8519974
384,385,4,富岭溪,1.000000000000000,1.000000000000000,0.000000000000000,60390.618000000002000,384.000000000000000,118.7659988,28.0872002,118.6269989,27.8950996,118.6269989,27.8950996,27.8423004,118.5429993
385,386,3,同青河,-1.000000000000000,0.000000000000000,0.000000000000000,24618.500000000000000,385.000000000000000,117.5920029,27.4339008,117.5559998,27.3033009,117.5559998,27.3033009,27.2402992,117.6139984
386,387,2,富屯溪,1.000000000000000,1.000000000000000,2.000000000000000,15439.285000000000000,386.000000000000000,117.5889969,27.1889992,117.6409988,27.1040993,117.6409988,27.1040993,27.1019993,117.6620026
387,388,2,沙溪1,-1.000000000000000,0.000000000000000,0.000000000000000,28233.852999999999000,387.000000000000000,118.1869965,26.4204006,118.1119995,26.5778008,118.1119995,26.5778008,26.6380997,118.1790009
388,389,2,沙溪2,-1.000000000000000,0.000000000000000,0.000000000000000,26512.708999999999000,388.000000000000000,118.0309982,26.3556995,117.9700012,26.5016003,117.9700012,26.5016003,26.5781002,118.0329971
389,390,2,沙溪4,-1.000000000000000,0.000000000000000,0.000000000000000,42409.347000000002000,389.000000000000000,117.2289963,26.2257004,117.4380035,26.0825005,117.4380035,26.0825005,26.1795006,117.5179977
390,391,3,吴坊洋溪,-1.000000000000000,0.000000000000000,2.000000000000000,29489.856000000000000,390.000000000000000,117.0419998,25.5946007,117.0670013,25.7381001,117.0670013,25.7381001,25.9757996,117.3119965
391,392,2,水茜溪,1.000000000000000,1.000000000000000,0.000000000000000,22247.959999999999000,391.000000000000000,116.7659988,26.5240993,116.7429962,26.4087009,116.7429962,26.4087009,26.3339005,116.7340012
392,393,4,清溪1,-1.000000000000000,0.000000000000000,0.000000000000000,16982.169999999998000,392.000000000000000,117.6709976,27.8013992,117.5609970,27.7705994,117.5609970,27.7705994,27.6644001,117.4530029
